Politician,Type,Policy,URL
Jim Chalmers,VeryStronglyFor,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Jim Chalmers,VeryStronglyFor,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Jim Chalmers,VeryStronglyFor,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Jim Chalmers,VeryStronglyFor,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Jim Chalmers,VeryStronglyFor,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Jim Chalmers,VeryStronglyFor,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Jim Chalmers,VeryStronglyFor,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Jim Chalmers,VeryStronglyFor,Parliament continuing to meet during the COVID 19 pandemic,https://theyvoteforyou.org.au/policies/237
Jim Chalmers,VeryStronglyFor,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Jim Chalmers,VeryStronglyFor,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Jim Chalmers,VeryStronglyFor,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
Jim Chalmers,VeryStronglyFor,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Jim Chalmers,VeryStronglyFor,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Jim Chalmers,VeryStronglyFor,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Jim Chalmers,StronglyFor,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Jim Chalmers,ModeratelyFor,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Jim Chalmers,ModeratelyFor,Letting all MPs or Senators speak in Parliament  procedural,https://theyvoteforyou.org.au/policies/114
Jim Chalmers,ModeratelyFor,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Jim Chalmers,ModeratelyFor,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Jim Chalmers,ModeratelyAgainst,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Jim Chalmers,ModeratelyAgainst,Senate electoral reform,https://theyvoteforyou.org.au/policies/89
Jim Chalmers,StronglyAgainst,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Jim Chalmers,StronglyAgainst,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Jim Chalmers,StronglyAgainst,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Jim Chalmers,VeryStronglyAgainst,A citizenship test,https://theyvoteforyou.org.au/policies/166
Jim Chalmers,VeryStronglyAgainst,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Jim Chalmers,VeryStronglyAgainst,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Jim Chalmers,VeryStronglyAgainst,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Jim Chalmers,VeryStronglyAgainst,An emissions reduction fund,https://theyvoteforyou.org.au/policies/37
Jim Chalmers,VeryStronglyAgainst,Banning mobiles and other devices in immigration detention,https://theyvoteforyou.org.au/policies/244
Jim Chalmers,VeryStronglyAgainst,Charging postgraduate research students fees,https://theyvoteforyou.org.au/policies/71
Jim Chalmers,VeryStronglyAgainst,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Jim Chalmers,VeryStronglyAgainst,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Jim Chalmers,VeryStronglyAgainst,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Jim Chalmers,VeryStronglyAgainst,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Jim Chalmers,VeryStronglyAgainst,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Jim Chalmers,VeryStronglyAgainst,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Jim Chalmers,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Jim Chalmers,VeryStronglyAgainst,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Jim Chalmers,VeryStronglyAgainst,Increasing indexation of HECS HELP debts,https://theyvoteforyou.org.au/policies/70
Jim Chalmers,VeryStronglyAgainst,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Jim Chalmers,VeryStronglyAgainst,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Jim Chalmers,VeryStronglyAgainst,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Jim Chalmers,VeryStronglyAgainst,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Jim Chalmers,VeryStronglyAgainst,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Jim Chalmers,VeryStronglyAgainst,Increasing the price of subsidised medicine,https://theyvoteforyou.org.au/policies/27
Jim Chalmers,VeryStronglyAgainst,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Jim Chalmers,VeryStronglyAgainst,Privatising government services,https://theyvoteforyou.org.au/policies/168
Jim Chalmers,VeryStronglyAgainst,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Jim Chalmers,VeryStronglyAgainst,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Jim Chalmers,VeryStronglyAgainst,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Jim Chalmers,VeryStronglyAgainst,Stopping people who arrive by boat from ever coming to Australia,https://theyvoteforyou.org.au/policies/134
Jim Chalmers,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Jim Chalmers,VeryStronglyAgainst,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
Jim Chalmers,VeryStronglyAgainst,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Jim Chalmers,VeryStronglyAgainst,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Jim Chalmers,VeryStronglyAgainst,Turning back asylum boats when possible,https://theyvoteforyou.org.au/policies/174
Jim Chalmers,VeryStronglyAgainst,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Julian Leeser,VeryStronglyFor,A citizenship test,https://theyvoteforyou.org.au/policies/166
Julian Leeser,VeryStronglyFor,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Julian Leeser,VeryStronglyFor,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Julian Leeser,VeryStronglyFor,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Julian Leeser,VeryStronglyFor,Banning mobiles and other devices in immigration detention,https://theyvoteforyou.org.au/policies/244
Julian Leeser,VeryStronglyFor,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Julian Leeser,VeryStronglyFor,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Julian Leeser,VeryStronglyFor,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Julian Leeser,VeryStronglyFor,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Julian Leeser,VeryStronglyFor,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Julian Leeser,VeryStronglyFor,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Julian Leeser,VeryStronglyFor,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Julian Leeser,VeryStronglyFor,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Julian Leeser,VeryStronglyFor,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Julian Leeser,VeryStronglyFor,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Julian Leeser,VeryStronglyFor,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Julian Leeser,VeryStronglyFor,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Julian Leeser,VeryStronglyFor,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Julian Leeser,VeryStronglyFor,Stopping people who arrive by boat from ever coming to Australia,https://theyvoteforyou.org.au/policies/134
Julian Leeser,VeryStronglyFor,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Julian Leeser,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Julian Leeser,VeryStronglyFor,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Julian Leeser,VeryStronglyFor,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Julian Leeser,StronglyFor,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Julian Leeser,StronglyFor,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Julian Leeser,Mixed,Privatising government services,https://theyvoteforyou.org.au/policies/168
Julian Leeser,ModeratelyAgainst,Letting all MPs or Senators speak in Parliament  procedural,https://theyvoteforyou.org.au/policies/114
Julian Leeser,ModeratelyAgainst,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Julian Leeser,StronglyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Julian Leeser,StronglyAgainst,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Julian Leeser,VeryStronglyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Julian Leeser,VeryStronglyAgainst,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Julian Leeser,VeryStronglyAgainst,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Julian Leeser,VeryStronglyAgainst,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Julian Leeser,VeryStronglyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Julian Leeser,VeryStronglyAgainst,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Julian Leeser,VeryStronglyAgainst,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Julian Leeser,VeryStronglyAgainst,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Julian Leeser,VeryStronglyAgainst,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Julian Leeser,VeryStronglyAgainst,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Julian Leeser,VeryStronglyAgainst,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Julian Leeser,VeryStronglyAgainst,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Julian Leeser,VeryStronglyAgainst,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Julian Leeser,VeryStronglyAgainst,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Julian Leeser,VeryStronglyAgainst,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Julian Leeser,VeryStronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Julian Leeser,VeryStronglyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Julian Leeser,VeryStronglyAgainst,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Julian Leeser,VeryStronglyAgainst,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Julian Leeser,VeryStronglyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Julian Leeser,VeryStronglyAgainst,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Julian Leeser,VeryStronglyAgainst,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Julian Leeser,VeryStronglyAgainst,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Julian Leeser,VeryStronglyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Julian Leeser,VeryStronglyAgainst,Parliament continuing to meet during the COVID 19 pandemic,https://theyvoteforyou.org.au/policies/237
Julian Leeser,VeryStronglyAgainst,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Julian Leeser,VeryStronglyAgainst,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Julian Leeser,VeryStronglyAgainst,Requiring every native title claimant to sign land use agreements,https://theyvoteforyou.org.au/policies/153
Julian Leeser,VeryStronglyAgainst,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Julian Leeser,VeryStronglyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Julian Leeser,VeryStronglyAgainst,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Julian Leeser,VeryStronglyAgainst,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Scott Morrison,VeryStronglyFor,A citizenship test,https://theyvoteforyou.org.au/policies/166
Scott Morrison,VeryStronglyFor,A plebiscite on the carbon pricing mechanism,https://theyvoteforyou.org.au/policies/103
Scott Morrison,VeryStronglyFor,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Scott Morrison,VeryStronglyFor,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Scott Morrison,VeryStronglyFor,Banning mobiles and other devices in immigration detention,https://theyvoteforyou.org.au/policies/244
Scott Morrison,VeryStronglyFor,Charging postgraduate research students fees,https://theyvoteforyou.org.au/policies/71
Scott Morrison,VeryStronglyFor,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Scott Morrison,VeryStronglyFor,Compensating victims of overseas terrorism since the September 11 attack,https://theyvoteforyou.org.au/policies/65
Scott Morrison,VeryStronglyFor,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Scott Morrison,VeryStronglyFor,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Scott Morrison,VeryStronglyFor,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Scott Morrison,VeryStronglyFor,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Scott Morrison,VeryStronglyFor,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Scott Morrison,VeryStronglyFor,Government administered paid parental leave,https://theyvoteforyou.org.au/policies/5
Scott Morrison,VeryStronglyFor,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Scott Morrison,VeryStronglyFor,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Scott Morrison,VeryStronglyFor,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Scott Morrison,VeryStronglyFor,Increasing indexation of HECS HELP debts,https://theyvoteforyou.org.au/policies/70
Scott Morrison,VeryStronglyFor,Increasing state and territory environmental approval powers,https://theyvoteforyou.org.au/policies/245
Scott Morrison,VeryStronglyFor,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Scott Morrison,VeryStronglyFor,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Scott Morrison,VeryStronglyFor,Increasing the price of subsidised medicine,https://theyvoteforyou.org.au/policies/27
Scott Morrison,VeryStronglyFor,Live animal export,https://theyvoteforyou.org.au/policies/32
Scott Morrison,VeryStronglyFor,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Scott Morrison,VeryStronglyFor,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Scott Morrison,VeryStronglyFor,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Scott Morrison,VeryStronglyFor,Privatising government services,https://theyvoteforyou.org.au/policies/168
Scott Morrison,VeryStronglyFor,Recognising local government in the Constitution,https://theyvoteforyou.org.au/policies/10
Scott Morrison,VeryStronglyFor,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Scott Morrison,VeryStronglyFor,Senate electoral reform,https://theyvoteforyou.org.au/policies/89
Scott Morrison,VeryStronglyFor,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Scott Morrison,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Scott Morrison,VeryStronglyFor,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
Scott Morrison,VeryStronglyFor,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Scott Morrison,VeryStronglyFor,The Intervention in the Northern Territory,https://theyvoteforyou.org.au/policies/36
Scott Morrison,VeryStronglyFor,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Scott Morrison,VeryStronglyFor,Turning back asylum boats when possible,https://theyvoteforyou.org.au/policies/174
Scott Morrison,VeryStronglyFor,Voluntary student union fees,https://theyvoteforyou.org.au/policies/12
Scott Morrison,StronglyFor,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Scott Morrison,StronglyFor,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Scott Morrison,StronglyFor,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Scott Morrison,ModeratelyFor,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Scott Morrison,ModeratelyFor,Increasing competition in bulk wheat export,https://theyvoteforyou.org.au/policies/9
Scott Morrison,ModeratelyFor,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Scott Morrison,ModeratelyFor,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Scott Morrison,ModeratelyFor,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Scott Morrison,Mixed,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Scott Morrison,ModeratelyAgainst,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Scott Morrison,ModeratelyAgainst,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Scott Morrison,ModeratelyAgainst,Increasing the age pension,https://theyvoteforyou.org.au/policies/28
Scott Morrison,ModeratelyAgainst,Letting all MPs or Senators speak in Parliament  procedural,https://theyvoteforyou.org.au/policies/114
Scott Morrison,ModeratelyAgainst,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Scott Morrison,ModeratelyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Scott Morrison,StronglyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Scott Morrison,StronglyAgainst,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Scott Morrison,VeryStronglyAgainst,A carbon price,https://theyvoteforyou.org.au/policies/3
Scott Morrison,VeryStronglyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Scott Morrison,VeryStronglyAgainst,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
Scott Morrison,VeryStronglyAgainst,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Scott Morrison,VeryStronglyAgainst,An NBN  using fibre to the premises,https://theyvoteforyou.org.au/policies/47
Scott Morrison,VeryStronglyAgainst,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Scott Morrison,VeryStronglyAgainst,Carbon farming,https://theyvoteforyou.org.au/policies/33
Scott Morrison,VeryStronglyAgainst,Community right to say no to nuclear waste disposal sites,https://theyvoteforyou.org.au/policies/216
Scott Morrison,VeryStronglyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Scott Morrison,VeryStronglyAgainst,Decreasing the private health insurance rebate,https://theyvoteforyou.org.au/policies/26
Scott Morrison,VeryStronglyAgainst,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Scott Morrison,VeryStronglyAgainst,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Scott Morrison,VeryStronglyAgainst,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Scott Morrison,VeryStronglyAgainst,Ending immigration detention on Manus Island,https://theyvoteforyou.org.au/policies/121
Scott Morrison,VeryStronglyAgainst,Ending immigration detention on Nauru,https://theyvoteforyou.org.au/policies/118
Scott Morrison,VeryStronglyAgainst,Extending government benefits to same sex couples,https://theyvoteforyou.org.au/policies/29
Scott Morrison,VeryStronglyAgainst,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Scott Morrison,VeryStronglyAgainst,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Scott Morrison,VeryStronglyAgainst,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Scott Morrison,VeryStronglyAgainst,Increasing access under Freedom of Information law,https://theyvoteforyou.org.au/policies/46
Scott Morrison,VeryStronglyAgainst,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Scott Morrison,VeryStronglyAgainst,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Scott Morrison,VeryStronglyAgainst,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Scott Morrison,VeryStronglyAgainst,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Scott Morrison,VeryStronglyAgainst,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Scott Morrison,VeryStronglyAgainst,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Scott Morrison,VeryStronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Scott Morrison,VeryStronglyAgainst,Increasing penalties for breach of data,https://theyvoteforyou.org.au/policies/188
Scott Morrison,VeryStronglyAgainst,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Scott Morrison,VeryStronglyAgainst,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Scott Morrison,VeryStronglyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Scott Morrison,VeryStronglyAgainst,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Scott Morrison,VeryStronglyAgainst,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Scott Morrison,VeryStronglyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Scott Morrison,VeryStronglyAgainst,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Scott Morrison,VeryStronglyAgainst,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Scott Morrison,VeryStronglyAgainst,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Scott Morrison,VeryStronglyAgainst,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Scott Morrison,VeryStronglyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Scott Morrison,VeryStronglyAgainst,Parliament continuing to meet during the COVID 19 pandemic,https://theyvoteforyou.org.au/policies/237
Scott Morrison,VeryStronglyAgainst,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Scott Morrison,VeryStronglyAgainst,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Scott Morrison,VeryStronglyAgainst,Re approving  re registering agvet chemicals,https://theyvoteforyou.org.au/policies/35
Scott Morrison,VeryStronglyAgainst,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Scott Morrison,VeryStronglyAgainst,Requiring every native title claimant to sign land use agreements,https://theyvoteforyou.org.au/policies/153
Scott Morrison,VeryStronglyAgainst,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Scott Morrison,VeryStronglyAgainst,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
Scott Morrison,VeryStronglyAgainst,Same sex marriage equality,https://theyvoteforyou.org.au/policies/1
Scott Morrison,VeryStronglyAgainst,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Scott Morrison,VeryStronglyAgainst,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Scott Morrison,VeryStronglyAgainst,Tobacco plain packaging,https://theyvoteforyou.org.au/policies/2
Scott Morrison,VeryStronglyAgainst,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Clare O Neil,VeryStronglyFor,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Clare O Neil,VeryStronglyFor,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Clare O Neil,VeryStronglyFor,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Clare O Neil,VeryStronglyFor,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Clare O Neil,VeryStronglyFor,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Clare O Neil,VeryStronglyFor,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Clare O Neil,VeryStronglyFor,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Clare O Neil,VeryStronglyFor,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Clare O Neil,VeryStronglyFor,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Clare O Neil,VeryStronglyFor,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Clare O Neil,VeryStronglyFor,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Clare O Neil,VeryStronglyFor,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Clare O Neil,VeryStronglyFor,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Clare O Neil,VeryStronglyFor,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Clare O Neil,VeryStronglyFor,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Clare O Neil,VeryStronglyFor,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Clare O Neil,VeryStronglyFor,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Clare O Neil,VeryStronglyFor,Increasing the age pension,https://theyvoteforyou.org.au/policies/28
Clare O Neil,VeryStronglyFor,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Clare O Neil,VeryStronglyFor,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Clare O Neil,VeryStronglyFor,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Clare O Neil,VeryStronglyFor,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Clare O Neil,VeryStronglyFor,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Clare O Neil,VeryStronglyFor,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Clare O Neil,VeryStronglyFor,Parliament continuing to meet during the COVID 19 pandemic,https://theyvoteforyou.org.au/policies/237
Clare O Neil,VeryStronglyFor,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Clare O Neil,VeryStronglyFor,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Clare O Neil,VeryStronglyFor,Requiring every native title claimant to sign land use agreements,https://theyvoteforyou.org.au/policies/153
Clare O Neil,VeryStronglyFor,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
